Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
31,Entry Long,Long,2014-08-03,3.7980,10,138.26,3.64,1503.91,1.22,143.20,3.77,44.80,1.18
30,Exit Long,Trailing Stop Hit,2014-07-02,4.3560,10,-222.93,-4.87,1365.65,-1.92,34.43,0.75,241.57,5.28
30,Entry Long,Long,2014-06-19,4.5700,10,-222.93,-4.87,1365.65,-1.92,34.43,0.75,241.57,5.28
29,Exit Long,Trailing Stop Hit,2014-06-11,4.5160,10,-107.13,-2.32,1588.57,-0.92,119.39,2.58,118.61,2.57
29,Entry Long,Long,2014-06-02,4.6140,10,-107.13,-2.32,1588.57,-0.92,119.39,2.58,118.61,2.57
28,Exit Long,Profit Target Reached,2014-05-27,4.4890,10,108.14,2.47,1695.70,0.93,131.63,3.01,21.37,0.49
28,Entry Long,Long,2014-05-22,4.3720,10,108.14,2.47,1695.70,0.93,131.63,3.01,21.37,0.49
27,Exit Long,Trailing Stop Hit,2014-05-08,4.5820,10,-218.37,-4.55,1587.56,-1.85,25.21,0.53,239.79,5.00
27,Entry Long,Long,2014-04-30,4.7910,10,-218.37,-4.55,1587.56,-1.85,25.21,0.53,239.79,5.00
26,Exit Long,Profit Target Reached,2014-04-17,4.7310,10,163.71,3.59,1805.94,1.41,178.44,3.91,83.56,1.83
26,Entry Long,Long,2014-04-09,4.5580,10,163.71,3.59,1805.94,1.41,178.44,3.91,83.56,1.83
25,Exit Long,Profit Target Reached,2014-04-08,4.5300,10,121.07,2.75,1642.23,1.05,159.60,3.62,187.40,4.25
25,Entry Long,Long,2014-03-25,4.4000,10,121.07,2.75,1642.23,1.05,159.60,3.62,187.40,4.25
24,Exit Long,Trailing Stop Hit,2014-03-13,4.3710,10,-295.03,-6.33,1521.16,-2.50,15.34,0.33,310.66,6.66
24,Entry Long,Long,2014-03-10,4.6570,10,-295.03,-6.33,1521.16,-2.50,15.34,0.33,310.66,6.66
23,Exit Long,Profit Target Reached,2014-02-19,6.0950,10,522.34,9.38,1816.18,4.63,702.44,12.62,9.56,0.17
23,Entry Long,Long,2014-02-18,5.5610,10,522.34,9.38,1816.18,4.63,702.44,12.62,9.56,0.17
22,Exit Long,Profit Target Reached,2014-02-13,5.2120,10,258.85,5.23,1293.84,2.35,282.06,5.70,171.94,3.48
22,Entry Long,Long,2014-02-11,4.9430,10,258.85,5.23,1293.84,2.35,282.06,5.70,171.94,3.48
21,Exit Long,Profit Target Reached,2014-01-21,4.4620,10,191.28,4.48,1035.00,1.76,203.74,4.78,4.26,0.10
21,Entry Long,Long,2014-01-20,4.2620,10,191.28,4.48,1035.00,1.76,203.74,4.78,4.26,0.10
20,Exit Long,Trailing Stop Hit,2014-01-08,4.1850,10,-215.58,-4.90,843.72,-1.95,79.61,1.81,218.39,4.97
20,Entry Long,Long,2013-12-25,4.3920,10,-215.58,-4.90,843.72,-1.95,79.61,1.81,218.39,4.97
19,Exit Long,Profit Target Reached,2013-11-20,3.6680,10,106.78,3.00,1059.30,0.97,142.45,4.00,70.55,1.98
19,Entry Long,Long,2013-11-13,3.5540,10,106.78,3.00,1059.30,0.97,142.45,4.00,70.55,1.98
18,Exit Long,Profit Target Reached,2013-11-12,3.6420,10,114.84,3.26,952.52,1.06,127.48,3.62,148.52,4.22
18,Entry Long,Long,2013-11-03,3.5200,10,114.84,3.26,952.52,1.06,127.48,3.62,148.52,4.22
17,Exit Long,Profit Target Reached,2013-10-07,3.6360,10,124.86,3.56,837.68,1.17,147.50,4.21,29.50,0.84
17,Entry Long,Long,2013-10-03,3.5040,10,124.86,3.56,837.68,1.17,147.50,4.21,29.50,0.84
16,Exit Long,Trailing Stop Hit,2013-09-24,3.4930,10,-245.22,-6.57,712.82,-2.24,76.27,2.04,250.73,6.71
16,Entry Long,Long,2013-09-17,3.7310,10,-245.22,-6.57,712.82,-2.24,76.27,2.04,250.73,6.71
15,Exit Long,Profit Target Reached,2013-08-19,3.4610,10,86.17,2.56,958.04,0.79,124.63,3.70,3.37,0.10
15,Entry Long,Long,2013-08-18,3.3680,10,86.17,2.56,958.04,0.79,124.63,3.70,3.37,0.10
14,Exit Long,Trailing Stop Hit,2013-07-28,3.5620,10,-203.32,-5.40,871.87,-1.84,13.24,0.35,218.76,5.82
14,Entry Long,Long,2013-07-21,3.7580,10,-203.32,-5.40,871.87,-1.84,13.24,0.35,218.76,5.82
13,Exit Long,Profit Target Reached,2013-07-18,3.8080,10,147.54,4.03,1075.19,1.35,169.35,4.63,114.65,3.14
13,Entry Long,Long,2013-07-09,3.6530,10,147.54,4.03,1075.19,1.35,169.35,4.63,114.65,3.14
12,Exit Long,Trailing Stop Hit,2013-06-24,3.7360,10,-218.68,-5.53,927.65,-1.96,9.05,0.23,229.95,5.82
12,Entry Long,Long,2013-06-19,3.9470,10,-218.68,-5.53,927.65,-1.96,9.05,0.23,229.95,5.82
11,Exit Long,Profit Target Reached,2013-05-21,4.1880,10,133.77,3.30,1146.34,1.21,153.95,3.80,192.05,4.74
11,Entry Long,Long,2013-05-05,4.0460,10,133.77,3.30,1146.34,1.21,153.95,3.80,192.05,4.74
10,Exit Long,Profit Target Reached,2013-04-18,4.4100,10,233.42,5.59,1012.57,2.17,251.83,6.04,86.17,2.07
10,Entry Long,Long,2013-04-11,4.1680,10,233.42,5.59,1012.57,2.17,251.83,6.04,86.17,2.07
9,Exit Long,Profit Target Reached,2013-02-25,3.4110,10,121.31,3.69,779.15,1.14,133.72,4.07,165.28,5.03
9,Entry Long,Long,2013-02-07,3.2830,10,121.31,3.69,779.15,1.14,133.72,4.07,165.28,5.03
8,Exit Long,Profit Target Reached,2013-01-17,3.4770,10,97.15,2.88,657.84,0.92,146.63,4.34,53.37,1.58
8,Entry Long,Long,2013-01-14,3.3730,10,97.15,2.88,657.84,0.92,146.63,4.34,53.37,1.58
7,Exit Long,Profit Target Reached,2012-12-30,3.4590,10,93.18,2.77,560.69,0.89,119.64,3.56,62.36,1.85
7,Entry Long,Long,2012-12-25,3.3590,10,93.18,2.77,560.69,0.89,119.64,3.56,62.36,1.85
6,Exit Long,Profit Target Reached,2012-11-21,3.9000,10,150.36,4.01,467.51,1.46,160.26,4.28,85.74,2.29
6,Entry Long,Long,2012-11-14,3.7420,10,150.36,4.01,467.51,1.46,160.26,4.28,85.74,2.29
5,Exit Long,Trailing Stop Hit,2012-11-04,3.5400,10,-159.23,-4.31,317.15,-1.52,44.31,1.20,165.69,4.48
5,Entry Long,Long,2012-10-31,3.6920,10,-159.23,-4.31,317.15,-1.52,44.31,1.20,165.69,4.48
4,Exit Long,Profit Target Reached,2012-10-29,3.8090,10,379.77,11.09,476.39,3.76,397.58,11.61,72.42,2.11
4,Entry Long,Long,2012-10-25,3.4220,10,379.77,11.09,476.39,3.76,397.58,11.61,72.42,2.11
3,Exit Long,Trailing Stop Hit,2012-10-16,3.4380,10,-171.04,-4.74,96.62,-1.67,0,0.00,199.60,5.54
3,Entry Long,Long,2012-10-14,3.6020,10,-171.04,-4.74,96.62,-1.67,0,0.00,199.60,5.54
2,Exit Long,Profit Target Reached,2012-10-01,3.4730,10,184.25,5.61,267.66,1.83,197.72,6.02,38.28,1.17
2,Entry Long,Long,2012-09-27,3.2820,10,184.25,5.61,267.66,1.83,197.72,6.02,38.28,1.17
1,Exit Long,Profit Target Reached,2012-09-10,2.8390,10,83.41,3.03,83.41,0.83,88.25,3.21,103.75,3.77
1,Entry Long,Long,2012-09-06,2.7500,10,83.41,3.03,83.41,0.83,88.25,3.21,103.75,3.77
